itemid,serialnumber,itemname,macaddress,modelid,modelname,hasbatteries,subjectspecific,vendorid,vendorname,typeid,typename,subtypeid,subtypename,batterymonths,lastbatterychange,active,activename,homeid,subjectid,start,automatic_token,automatic_refresh,automatic_username,automatic_password,projectid,projectname,ownershiptypeid,ownershiptypename,statusid,statusname
"13652","ZBSL1038","nyce-sl-1038","000D6F000D695EC1","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13653","ZBSL1039","nyce-sl-1039","000D6F000D692814","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","1426","","2018-06-07 07:14:06","","","","","22","Rush","1","Received","2","Assigned"
"13654","ZBSL1040","nyce-sl-1040","000D6F000D69621C","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13665","ZBSL1051","nyce-sl-1051","000D6F000D69718B","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","1426","","2018-06-18 13:52:54","","","","","22","Rush","1","Received","2","Assigned"
"13666","ZBSL1052","nyce-sl-1052","000D6F000D6986D4","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","1426","","2018-06-07 07:14:47","","","","","22","Rush","1","Received","2","Assigned"
"13667","ZBSL1053","nyce-sl-1053","000D6F000D69681F","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","1426","","2018-06-07 07:16:23","","","","","22","Rush","1","Received","2","Assigned"
"13668","ZBSL1054","nyce-sl-1054","000D6F000D696057","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","1426","","2018-06-07 07:16:54","","","","","22","Rush","1","Received","2","Assigned"
"13669","ZBSL1055","nyce-sl-1055","000D6F000D6A1DBD","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13670","ZBSL1056","nyce-sl-1056","000D6F000D6931C5","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13671","ZBSL1057","nyce-sl-1057","000D6F000D6968C2","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13672","ZBSL1058","nyce-sl-1058","000D6F000D6A1749","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13673","ZBSL1059","nyce-sl-1059","000D6F000D6943A3","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13674","ZBSL1060","nyce-sl-1060","000D6F000D69706C","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13675","ZBSL1061","nyce-sl-1061","000D6F000D6A0CAD","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13676","ZBSL1062","nyce-sl-1062","000D6F000D695754","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13677","ZBSL1063","nyce-sl-1063","000D6F000D693C73","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13678","ZBSL1064","nyce-sl-1064","000D6F000D6981D9","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13679","ZBSL1065","nyce-sl-1065","000D6F000D695C0D","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13680","ZBSL1066","nyce-sl-1066","000D6F000D6A2294","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13681","ZBSL1067","nyce-sl-1067","000D6F000D6A137D","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13682","ZBSL1068","nyce-sl-1068","000D6F000D696B80","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13683","ZBSL1069","nyce-sl-1069","000D6F000D6A1C6A","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13684","ZBSL1070","nyce-sl-1070","000D6F000D6A29CE","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13685","ZBSL1071","nyce-sl-1071","000D6F000D6A2778","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13686","ZBSL1072","nyce-sl-1072","000D6F000D69821B","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13687","ZBSL1073","nyce-sl-1073","000D6F000D696C47","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13688","ZBSL1074","nyce-sl-1074","000D6F000D6A2EA1","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13689","ZBSL1075","nyce-sl-1075","000D6F000D6968D9","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13690","ZBSL1076","nyce-sl-1076","000D6F000D6926FE","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13691","ZBSL1077","nyce-sl-1077","000D6F000D693ACD","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13692","ZBSL1078","nyce-sl-1078","000D6F000D69609E","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13693","ZBSL1079","nyce-sl-1079","000D6F000D696F7F","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13694","ZBSL1080","nyce-sl-1080","000D6F000D69234E","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13698","ZBSL1084","nyce-sl-1084","000D6F000D696626","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13699","ZBSL1085","nyce-sl-1085","000D6F000D6A2604","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13700","ZBSL1086","nyce-sl-1086","000D6F000D692C0F","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13701","ZBSL1087","nyce-sl-1087","000D6F000D6A3170","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13702","ZBSL1088","nyce-sl-1088","000D6F000D696656","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"13703","ZBSL1089","nyce-sl-1089","000D6F000D6A1E9A","131","NCZ-3045","1","0","52","NYCE Controls","10","Activity Sensors","45","Zigbee / Sensor Line","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"14144","FY6-AW5","AutomaticPro-004","C3CATE0300579","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"14145","PT2-P4W","AutomaticPro-005","C3CATD100156","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"14147","4PM-2PW","AutomaticPro-007","C3CATD4900507","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"14328","KP7-XJ4","AutomaticPro-013","C3CATE0500160","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15401","ZBW2792","nyce-w-2792","000D6F000EAF1860","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15402","ZBW2793","nyce-w-2793","000D6F000EB0A36F","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","1426","","2018-06-07 07:10:28","","","","","22","Rush","1","Received","2","Assigned"
"15407","ZBW2798","nyce-w-2798","000D6F000EAF165B","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15409","ZBW2800","nyce-w-2800","000D6F000EB08BE2","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15410","ZBW2801","nyce-w-2801","000D6F000EAF23FE","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15412","ZBW2803","nyce-w-2803","000D6F000EB09A56","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15414","ZBW2805","nyce-w-2805","000D6F000EB0933E","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15415","ZBW2806","nyce-w-2806","000D6F000EAF30A4","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15416","ZBW2807","nyce-w-2807","000D6F000EAF592B","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15417","ZBW2808","nyce-w-2808","000D6F000EAF1271","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15418","ZBW2809","nyce-w-2809","000D6F000EB087B1","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15420","ZBW2811","nyce-w-2811","000D6F000EB0BD78","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15422","ZBW2813","nyce-w-2813","000D6F000EB08CDB","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15423","ZBW2814","nyce-w-2814","000D6F000EB099C1","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15424","ZBW2815","nyce-w-2815","000D6F000EAF5A39","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15425","ZBW2816","nyce-w-2816","000D6F000EB0C296","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15426","ZBW2817","nyce-w-2817","000D6F000EB09C0B","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15427","ZBW2818","nyce-w-2818","000D6F000EB0C0D8","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15428","ZBW2819","nyce-w-2819","000D6F000EAF565F","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15429","ZBW2820","nyce-w-2820","000D6F000EAF6412","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15430","ZBW2821","nyce-w-2821","000D6F000EB0852E","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15431","ZBW2822","nyce-w-2822","000D6F000EAF5A7A","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15432","ZBW2823","nyce-w-2823","000D6F000EB0BF7A","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15433","ZBW2824","nyce-w-2824","000D6F000EB08E36","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15434","ZBW2825","nyce-w-2825","000D6F000EB094CB","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15435","ZBW2826","nyce-w-2826","000D6F000EAF6467","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15436","ZBW2827","nyce-w-2827","000D6F000EAF647C","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15437","ZBW2828","nyce-w-2828","000D6F000EB0B9FB","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","1426","","2018-06-07 07:12:06","","","","","22","Rush","1","Received","2","Assigned"
"15438","ZBW2829","nyce-w-2829","000D6F000EAF19CF","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15439","ZBW2830","nyce-w-2830","000D6F000EAF231C","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15440","ZBW2831","nyce-w-2831","000D6F000EB09C00","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15441","ZBW2832","nyce-w-2832","000D6F000EB0C380","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15442","ZBW2833","nyce-w-2833","000D6F000EAF2157","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15443","ZBW2834","nyce-w-2834","000D6F000EB0A0E2","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","1426","","2018-06-07 07:09:55","","","","","22","Rush","1","Received","2","Assigned"
"15444","ZBW2835","nyce-w-2835","000D6F000EB0A006","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"15445","ZBW2836","nyce-w-2836","000D6F000EB09137","120","NCZ-3041","1","0","52","NYCE Controls","10","Activity Sensors","39","Zigbee / Wall","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16113","76K-7QD","AutomaticPro-014","C3DATE2100126","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16115","2ZD-4ZJ","AutomaticPro-016","C3DATE2200769","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16124","3LU-6VQ","AutomaticPro-025","C3DATE2200631","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16140","Q52-P5F","AutomaticPro-041","C3DATE1900241","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16144","3T9-LL9","AutomaticPro-045","C3DATE2100502","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16145","R4R-955","AutomaticPro-046","C3DATE2100048","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16147","73T-42M","AutomaticPro-048","C3DATE2200374","165","AutomaticPro","0","1","60","Automatic Labs","48","Vehicle OBD adapter","53","Automatic","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16163","zbd0169-r310","zbd0169-r310","000D6F000ED0E954","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16173","zbd0178-r310","zbd0178-r310","000D6F000ED25B9B","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16197","zbd0202-r310","zbd0202-r310","000D6F000ED0E3A5","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16212","zbd0217-r310","zbd0217-r310","000D6F000ED0EAFE","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","","","4","Borrowed","1","Borrowed"
"16213","zbd0218-r310","zbd0218-r310","000D6F000ED27A49","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","","","4","Borrowed","1","Borrowed"
"16215","zbd0220-r310","zbd0220-r310","000D6F000ED58A90","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","1484","","2018-05-31 11:13:50","","","","","","","4","Borrowed","1","Borrowed"
"16218","zbd0223-r310","zbd0223-r310","000D6F000ED0B8D5","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","1426","","2018-06-07 07:09:02","","","","","22","Rush","1","Received","2","Assigned"
"16223","zbd0228-r310","zbd0228-r310","000D6F000ED0E2ED","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","1122","","2018-06-07 12:53:33","","","","","","","4","Borrowed","1","Borrowed"
"16227","zbd0232-r310","zbd0232-r310","000D6F000ED2578C","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16247","zbd0255-r310","zbd0255-r310","000D6F000ED25627","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"16253","zbd0261-r310","zbd0261-r310","000D6F000ED587AD","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","","","4","Borrowed","1","Borrowed"
"16265","zbd0273-r310","zbd0273-r310","000D6F000ED286CD","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","","","4","Borrowed","1","Borrowed"
"16270","zbd0278-r310","zbd0278-r310","000D6F000ED58F5F","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","1094","","2018-06-05 15:09:15","","","","","","","4","Borrowed","1","Borrowed"
"16275","zbd0283-r310","zbd0283-r310","000D6F000ED0DAA1","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","","","4","Borrowed","1","Borrowed"
"16281","zbd0289-r310","zbd0289-r310","000D6F000ED0D9B1","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","1417","","2018-06-05 08:00:00","","","","","","","","","",""
"16290","zbd0301-r310","zbd0301-r310","000D6F000ED58D34","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","1487","","2018-05-29 09:31:33","","","","","","","4","Borrowed","1","Borrowed"
"16297","zbd0176-r310","zbd0176-r310","000D6F000ED27DF9","122","R310(CICIE)","0","0","53","Telegesis","41","USB Dongle","40","Zigbee","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"17045","b8:27:eb:6b:7e:51","plugpi-162","b8:27:eb:6b:7e:51","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","1487","","2018-05-29 09:29:16","","","","","","","4","Borrowed","1","Borrowed"
"17294","b8:27:eb:00:c0:51","plugpi-187","b8:27:eb:00:c0:51","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"17435","4754","iSort-4754","","175","Single Row","1","1","78","TimerCap","15","MedTracker","61","iSort","12","","1","Active","","1694","","","","","","22","Rush","1","Received","2","Assigned"
"18595","b8:27:eb:18:4e:66","plugpi-291","b8:27:eb:18:4e:66","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18596","b8:27:eb:f3:f1:13","plugpi-292","b8:27:eb:f3:f1:13","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","1426","","2018-06-07 07:07:32","","","","","22","Rush","1","Received","2","Assigned"
"18597","b8:27:eb:0f:2d:06","plugpi-293","b8:27:eb:0f:2d:06","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18598","b8:27:eb:fa:3c:d6","plugpi-294","b8:27:eb:fa:3c:d6","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18599","b8:27:eb:07:fe:d8","plugpi-295","b8:27:eb:07:fe:d8","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18606","b8:27:eb:f4:78:0c","plugpi-302","b8:27:eb:f4:78:0c","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18611","b8:27:eb:0b:c4:45","plugpi-307","b8:27:eb:0b:c4:45","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","","","","","","","","22","Rush","1,4","Received,Borrowed","1,1","Received,Borrowed"
"18612","b8:27:eb:d6:72:bf","plugpi-308","b8:27:eb:d6:72:bf","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18615","b8:27:eb:b6:79:21","plugpi-311","b8:27:eb:b6:79:21","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18616","b8:27:eb:e2:1f:22","plugpi-312","b8:27:eb:e2:1f:22","140","Raspberry Pi 3","0","0","61","Raspberry Pi Foundation","1","Computers","37","Plug","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18948","00:24:E4:66:2E:D8","NS031","00:24:E4:66:2E:D8","176","Body Cardio","0","0","79","Nokia","40","Scale","58","Cardio","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18949","00:24:E4:66:32:56","NS032","00:24:E4:66:32:56","176","Body Cardio","0","0","79","Nokia","40","Scale","58","Cardio","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18950","00:24:E4:66:34:38","NS033","00:24:E4:66:34:38","176","Body Cardio","0","0","79","Nokia","40","Scale","58","Cardio","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18951","00:24:E4:66:35:3C","NS034","00:24:E4:66:35:3C","176","Body Cardio","0","0","79","Nokia","40","Scale","58","Cardio","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
"18952","00:24:E4:66:4F:A8","NS035","00:24:E4:66:4F:A8","176","Body Cardio","0","0","79","Nokia","40","Scale","58","Cardio","12","","1","Active","1426","","2018-06-07 07:21:25","","","","","22","Rush","1","Received","2","Assigned"
"18953","00:24:E4:66:75:22","NS036","00:24:E4:66:75:22","176","Body Cardio","0","0","79","Nokia","40","Scale","58","Cardio","12","","1","Active","","","","","","","","22","Rush","1","Received","1","Received"
